,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,set
73,-0.019,0.865,-0.015,20.1832,-2.7318,1.0852000000000002,64
74,-0.06233333333333333,1.0136666666666667,-0.059666666666666666,-4.1096,-0.10959999999999973,0.5121999999999998,64
75,-0.054,0.9815,-0.078,3.8536,-3.9756,4.634,64
76,-0.03866666666666667,0.9563333333333333,-0.059,-1.3048000000000002,-1.6463999999999999,0.1951999999999999,64
77,-0.0375,0.9874999999999999,-0.051500000000000004,1.8046,-2.7927999999999997,-0.06099999999999994,64
78,-0.044000000000000004,0.9686666666666666,-0.06266666666666666,3.4143999999999997,-2.9632,-0.8536000000000001,64
79,-0.045,0.9815,-0.052500000000000005,-0.12179999999999983,-3.4512,1.866,64
80,-0.04533333333333334,0.9586666666666667,-0.062,0.20739999999999995,-3.4512,-0.7071999999999999,64
81,-0.051,0.979,-0.0605,1.5732,-2.0366,0.317,64
82,-0.050333333333333334,0.976,-0.056666666666666664,0.20760000000000006,-2.866,0.9756,64
83,-0.034,0.9365,-0.056,5.5122,-2.378,0.39039999999999997,64
84,-0.052333333333333336,0.9803333333333333,-0.08600000000000001,-1.8782,-1.6705999999999999,0.15839999999999987,64
85,0.0036666666666666666,0.9663333333333334,-0.081,1.8412,-4.7806,-2.5608,72
86,-0.0125,0.9624999999999999,-0.089,2.195,-2.1096,-2.8538,72
87,-0.028,0.867,-0.125,9.524600000000001,-2.8289999999999997,-11.1828,72
88,-0.062,0.873,-0.15500000000000003,16.5608,-4.4268,-13.0368,72
89,-0.09666666666666666,0.9043333333333333,-0.169,7.6952,-11.8538,-3.0363999999999995,72
90,-0.11549999999999999,0.963,-0.1765,-1.5486,-13.9268,7.9756,72
91,-0.10433333333333333,1.11,-0.14033333333333334,-10.3658,-12.9512,12.634,72
92,-0.1565,1.323,-0.139,-4.4878,8.3172,-20.4146,72
93,-0.152,0.9333333333333332,-0.13033333333333333,6.1708,9.9268,-8.256,72
94,-0.158,0.9430000000000001,-0.1205,1.6098,2.9514,2.7194,72
95,-0.131,0.9506666666666667,-0.14966666666666667,-2.4024,-0.7804,10.5,72
96,-0.0995,0.9524999999999999,-0.1195,-8.9388,-0.28060000000000007,22.1584,72
97,-0.027333333333333334,0.848,-0.11433333333333333,-9.195,7.0854,22.0854,72
98,0.018000000000000002,0.925,-0.11699999999999999,9.2436,-7.8782,-3.6339999999999995,72
99,0.007666666666666666,0.9546666666666667,-0.127,5.2438,-4.122,-5.195,72
100,-0.0075,0.8915,-0.1545,10.5,-3.4024,-11.8416,72
101,-0.06033333333333333,0.8276666666666667,-0.18666666666666668,17.7804,-5.1462,-14.5244,72
102,-0.111,0.895,-0.215,9.0852,-7.8658,-4.0244,72
103,-0.11466666666666665,0.9226666666666666,-0.19966666666666666,-9.2928,-19.0854,11.4512,72
104,-0.1015,1.325,-0.16399999999999998,-4.9756,-5.9512,3.8902,72
105,-0.147,1.1366666666666667,-0.16,3.2681999999999993,15.183000000000002,-28.756,72
106,-0.1805,0.902,-0.20350000000000001,9.9876,3.8414,-3.1950000000000003,72
107,-0.19200000000000003,0.9183333333333333,-0.2333333333333333,-2.5368,-1.0732,3.7682,72
108,-0.16849999999999998,0.949,-0.21000000000000002,-10.5364,-1.122,12.1098,72
109,-0.11433333333333333,0.9716666666666667,-0.154,-26.280399999999997,9.183,27.683,72
110,-0.013,0.7955,-0.10899999999999999,-6.5486,3.0367999999999995,15.938999999999998,72
111,0.006000000000000001,0.9279999999999999,-0.08433333333333333,10.402600000000001,-9.317,-4.061,72
112,-0.0185,0.9615,-0.0915,4.8172,-3.7683999999999997,-1.6829999999999998,72
113,-0.02466666666666667,0.9603333333333333,-0.11399999999999999,4.89,-2.622,-2.8777999999999997,72
114,-0.040999999999999995,0.8400000000000001,-0.15250000000000002,12.073,-7.1952,-12.1098,72
115,-0.09066666666666667,0.8456666666666667,-0.207,13.183000000000002,-6.7928,-19.0854,72
116,-0.1355,0.8714999999999999,-0.2155,7.0122,-7.5120000000000005,-2.0488,72
117,-0.13833333333333334,0.9396666666666667,-0.157,-3.4878,-15.4268,17.1342,72
118,-0.16649999999999998,1.423,-0.14500000000000002,-12.7924,0.2562000000000005,-8.0,72
