,0,1,2,3,4,5,6,label,participant,category
0,0.33318853171155516,0.6473081148956208,0.8735264735264736,0.5930961983574957,0.4419539225482412,0.5665832641972202,0.5978260869565217,,,
1,0.44917463075586445,0.20012556898446082,0.6197802197802198,0.6051311813638699,0.4053219114847897,0.5633701228575353,0.7282608695652173,bench,B,heavy
2,0.33601216333622935,0.7471354575419872,0.28191808191808193,0.6243524893378625,0.4848689634472986,0.5311372695741929,0.7065217391304347,bench,B,heavy
3,0.21488560671879525,0.7522105373306127,0.2601398601398601,0.5831862778312972,0.4259110630715515,0.5527867809336487,0.43478260869565216,,,
4,0.526498696785404,0.17888348244650237,0.6105894105894105,0.565881846918905,0.35829464418010026,0.6062861111998527,0.3804347826086956,bench,B,heavy
5,0.4459165942658558,0.18537121331031237,0.6649350649350649,0.4743273990668973,0.6774678107511521,0.4915552941246215,0.3804347826086956,bench,B,heavy
6,0.36504488850275124,0.17888348244650237,0.4217782217782218,0.5155834641857251,0.4394920006534731,0.5574451113055742,0.30434782608695654,bench,B,heavy
7,0.5427164784245584,0.6245487364620939,0.8553446553446553,0.6042930386527654,0.4532472293880529,0.5571042337649249,0.6304347826086956,bench,B,heavy
8,0.25412684622067766,0.802699733165908,0.3037962037962038,0.48181274507204497,0.41780296266465056,0.6136158016995134,0.17391304347826086,,,
9,0.2732406602953953,0.7431067859572019,0.13026973026973032,0.5954014590655421,0.4273011181228606,0.5788930602931679,0.8043478260869564,bench,B,heavy
10,0.2597741094700261,0.7250039240307644,0.2906093906093906,0.4332205989651614,0.46005218286608746,0.628617377640607,0.34782608695652173,bench,B,heavy
11,0.41485664639443964,0.13964317480249044,0.3256743256743257,0.577018293802654,0.43474339783214105,0.5583893585606866,0.4782608695652174,bench,B,heavy
12,0.32088039386041123,0.7890441061057919,0.25394605394605396,0.5708512917807023,0.4508441960571257,0.5579476998341063,0.7065217391304347,bench,B,heavy
13,0.48957428323197216,0.7394443572437608,0.6217782217782217,0.5953415566573671,0.3720213784483054,0.5620243976101026,0.6630434782608695,bench,B,heavy
14,0.3455690703735882,0.7198242034217548,0.26603396603396606,0.6389328336883289,0.455013411395507,0.5292296727476804,0.49999999999999994,,,
15,0.5186794092093832,0.6716371056349082,0.7647352647352648,0.6217407197912648,0.4383706246746882,0.5527161352984128,0.9347826086956521,bench,B,heavy
16,0.42397914856646396,0.09872861403233407,0.3802197802197802,0.6533040106135284,0.4430832532322223,0.5360778531367815,0.3695652173913043,bench,B,heavy
17,0.4029105125977411,0.11285512478417836,0.33616383616383616,0.6057007452448782,0.44253283512341907,0.5616229196177824,0.4782608695652174,,,
18,0.3944396177237185,0.3304033903625805,0.4887112887112887,0.571271099641273,0.4403316375959789,0.5651973582155274,0.3695652173913043,bench,B,heavy
19,0.37358818418766293,0.2512949301522524,0.4062937062937063,0.8085990397938573,0.38861323131047953,0.5646150669190368,0.5434782608695652,,,
20,0.5286707211120765,0.6801130120860148,0.7785214785214785,0.5787854148438168,0.4335841479584665,0.5529468451701275,0.31521739130434784,bench,B,heavy
21,0.598030697943817,0.6696489300476116,0.9226773226773226,0.561959712193479,0.4552741357628349,0.5630888577177146,0.6304347826086956,bench,B,heavy
22,0.6099044309296264,0.6506043007377178,0.7935064935064934,0.5624084892514458,0.44418361454205596,0.5594139672843191,0.6521739130434782,bench,B,heavy
23,0.718216044019693,0.37278292261811335,0.7508491508491508,0.5674982299329389,0.5029966680470652,0.5305556369782638,0.6630434782608695,,,
24,0.19178974804517812,0.782608695652174,0.1611388611388612,0.6530349407800866,0.44244592700097646,0.5357768269801115,0.09782608695652173,bench,B,heavy
25,0.39241239501882424,0.14979333437974157,0.3516483516483517,0.5746835728938657,0.4136912111667914,0.5598757163780296,0.4782608695652174,bench,B,heavy
26,0.4181870836953374,0.7360958509914718,0.6783216783216783,0.5724681657980818,0.4404190206261944,0.5611407508066611,1.0,bench,B,heavy
27,0.32435563278308716,0.7876837754407995,0.30109890109890114,0.5376182213305603,0.46761081497973095,0.6035343896035973,0.9239130434782608,bench,B,heavy
28,0.36446568201563856,0.37058546539004866,0.5048951048951049,0.5401935338787399,0.4684789463886114,0.5455970643033369,0.7608695652173912,bench,B,heavy
29,0.30842745438748914,0.8129022131533512,0.5093906093906093,0.5422297247533445,0.3650126895356922,0.613876976472204,0.45652173913043476,bench,B,heavy
30,0.4778453518679409,0.6931407942238268,0.7308691308691309,0.5644741403267922,0.4416931981809133,0.557847247998456,0.0,,,
31,0.3518679409209383,0.7573379375294302,0.29630369630369635,0.6015993942982728,0.4395798585914616,0.538467948124696,0.7717391304347825,,,
32,0.3599768317405155,0.14257311777324339,0.34525474525474525,0.5740545976080281,0.4459792408314306,0.5553771208923021,0.5434782608695652,bench,B,heavy
33,0.34086301766579785,0.07884685815936798,0.3292707292707293,0.6134846212842096,0.44702118848519623,0.5536098272854192,0.021739130434782608,,,
34,0.2953953084274544,0.782608695652174,0.29030969030969034,0.5829167169945096,0.46451156685371703,0.5642132595764358,0.09782608695652173,bench,B,heavy
35,0.4763249348392702,0.18270287239051958,0.5324675324675324,0.6933031071673723,0.43957890877591577,0.4788229416183812,0.4673913043478261,bench,B,heavy
36,0.20373588184187663,0.7970491288651703,0.2228771228771229,0.49672206166412824,0.4065965639472815,0.6107642869681693,0.33695652173913043,bench,B,heavy
37,0.16637706342311034,0.9055093391932193,0.27172827172827174,0.40908974853754665,0.3729764179796284,0.607028796083103,0.826086956521739,,,
38,0.439907326962062,0.13284152147752837,0.365034965034965,0.5955806752867214,0.39423186517178366,0.5653778421694171,0.4782608695652174,bench,B,heavy
39,0.333043730089777,0.7934390205619212,0.27212787212787215,0.4955839159088031,0.45993630536949726,0.5900395911972575,0.5326086956521738,bench,B,heavy
