,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,label
8501,0.9426666666666668,-0.14133333333333334,-0.17066666666666666,-0.8048,2.6462,-3.5732,rest
44,-0.247,0.9169999999999999,-0.206,-31.8414,-4.7318,5.9514,bench
3101,0.14133333333333334,-0.855,0.255,-43.6342,16.2926,24.7318,row
6125,0.13433333333333333,0.8109999999999999,0.5986666666666666,10.1464,0.5488,5.195,squat
3012,0.05833333333333333,0.9776666666666666,0.11699999999999999,18.2806,-23.6462,4.0366,ohp
7111,-0.010500000000000002,-1.1705,0.018000000000000002,-30.5854,1.5977999999999999,19.8902,row
7867,-0.042,0.7726666666666667,-0.14400000000000002,-9.4026,0.6463999999999999,12.5,bench
223,-0.061,0.6895,-0.053000000000000005,23.2684,9.6342,-35.4636,bench
2965,-0.137,0.9005,0.037500000000000006,-6.3902,-14.1584,-27.8048,ohp
1187,-0.2885,0.7935,-0.21,-18.4024,-2.6828000000000003,4.9144000000000005,ohp
6092,0.0785,0.84,0.5900000000000001,-2.1827999999999994,-0.10980000000000008,5.0363999999999995,squat
837,-0.305,0.8280000000000001,-0.228,-16.8048,19.7072,-38.8048,ohp
9000,0.12,-1.0699999999999998,0.142,-43.2438,6.8294,14.341399999999998,row
1683,0.107,0.7304999999999999,0.781,17.2804,2.488,1.4145999999999999,squat
7321,0.0105,-0.377,0.185,-12.183,-2.8658,2.6462,row
3059,0.06433333333333334,-0.399,0.18366666666666664,12.5852,-12.439,16.3414,row
7781,0.9876666666666666,-0.272,-0.025333333333333333,3.0854,2.0,-3.6098,rest
6950,0.15933333333333333,-0.8333333333333334,0.5716666666666667,-26.8902,19.9634,23.9878,rest
63,-0.1585,0.88,-0.192,21.5976,1.9756,-15.317000000000002,bench
3092,0.1775,-1.1625,0.161,37.9634,-25.5854,-14.853399999999999,row
617,-0.248,1.032,-0.13533333333333333,54.1586,13.7072,-38.4268,ohp
5023,-0.038,-1.19,-0.10200000000000001,3.8782000000000005,5.5732,-2.5608,dead
8121,0.191,-0.8975,0.43500000000000005,6.6708,7.5608,-29.182799999999997,rest
227,-0.254,1.0615,0.067,42.9144,-8.1098,-13.11,bench
5048,-0.056333333333333326,-1.0013333333333334,-0.042333333333333334,-7.122,-11.195,-0.46340000000000003,dead
6929,0.244,-0.9715,0.541,-27.3414,-7.1706,38.07299999999999,rest
6149,0.1245,0.822,0.531,1.5002,-1.8534,-0.6098,squat
3195,-0.057999999999999996,-1.1045,0.002,8.0732,-3.9024,3.1584,row
6216,0.07033333333333334,0.7253333333333334,0.421,-22.061,-3.7683999999999997,-3.9148000000000005,squat
8334,-0.007,-1.0386666666666666,-0.06433333333333334,1.3782,-7.0122,0.9634,row
4141,0.22233333333333336,0.6173333333333333,0.8216666666666667,-3.0976,0.9878,-4.4756,squat
969,-0.27749999999999997,1.01,-0.155,-28.926800000000004,-13.426999999999998,51.37820000000001,ohp
1805,0.166,0.914,0.882,-3.0,-2.634,-2.0366,squat
2447,-0.0615,0.8325,-0.07300000000000001,-35.2806,9.280199999999999,31.0,bench
925,-0.2495,0.7905,-0.14800000000000002,30.475599999999996,-2.1586,-19.6584,ohp
8294,0.08066666666666666,-1.087,0.11099999999999999,-30.683,7.305,11.378,row
3410,-0.29,0.887,-0.102,-32.2562,3.2439999999999998,22.378,ohp
8693,0.33433333333333337,-0.8823333333333334,0.457,-13.609800000000002,18.183,1.7682000000000002,rest
6973,0.203,-0.9195,0.4215,10.744,-56.59740000000001,36.5854,rest
4539,0.1195,-1.283,-0.231,7.5854,-4.805,-0.8291999999999999,dead
2851,0.009666666666666665,1.2583333333333333,0.401,46.0366,19.7074,-79.2074,ohp
4007,0.546,0.5933333333333333,0.6806666666666666,-9.2072,-1.3658,6.5242,squat
8475,0.6926666666666667,-0.38566666666666666,0.6276666666666667,1.256,-1.6827999999999999,0.5368,rest
1860,-0.055999999999999994,-1.0170000000000001,0.3096666666666667,-11.4144,0.8538,-0.21959999999999996,dead
4956,0.0030000000000000005,-0.8109999999999999,0.027333333333333334,72.8412,-12.6098,0.13399999999999995,dead
4067,0.22633333333333336,0.705,0.7763333333333334,6.2682,-4.2682,2.4998,squat
6289,0.057499999999999996,0.7505,0.7565,17.305,-4.5122,0.9390000000000001,squat
7552,-0.04633333333333333,0.8766666666666666,-0.22466666666666668,17.5976,-3.439,-8.4512,bench
4151,0.18666666666666668,0.5056666666666666,0.43366666666666664,-7.561,7.122,4.878,squat
252,-0.021666666666666667,0.7766666666666667,-0.11499999999999999,11.768199999999998,-15.500200000000001,0.34140000000000015,bench
4828,0.06233333333333333,-1.2106666666666666,-0.09000000000000001,5.927,-0.561,0.18279999999999993,dead
6362,0.049999999999999996,0.971,-0.05933333333333333,0.5002000000000001,-3.4878,-0.21959999999999996,bench
1789,0.08,0.6525,0.49649999999999994,-32.646,-7.0852,3.7926,squat
6753,0.9706666666666667,-0.253,0.06133333333333333,1.4146,-1.1221999999999999,1.0246,rest
2059,-0.14466666666666667,0.951,-0.17433333333333334,-8.7196,-3.2194000000000003,17.1098,bench
5212,0.05,-0.847,0.3275,14.244,-1.2562,2.7804,dead
3047,0.12566666666666668,-0.9279999999999999,0.17600000000000002,-40.7318,13.353799999999998,21.3658,row
3550,-0.12233333333333334,1.1173333333333333,-0.13166666666666668,8.9024,-0.9024000000000001,9.0856,ohp
5851,0.06966666666666667,-1.1843333333333332,-0.042,6.7196,-4.9756,-0.5122,dead
1902,0.015333333333333332,-0.6886666666666666,0.076,61.3414,-0.36560000000000004,6.8292,dead
2750,-0.12066666666666666,1.0523333333333333,-0.024999999999999998,4.3904000000000005,-3.8048,2.817,ohp
3334,-0.2395,0.955,-0.5205,-7.6584,-9.2194,25.9146,bench
2119,-0.1575,0.983,-0.181,-18.4392,1.2561999999999998,16.317,bench
8999,0.023333333333333334,-0.4836666666666667,0.19999999999999998,-8.7926,9.3658,0.13419999999999987,row
4638,0.0025,-0.9119999999999999,0.177,-46.5244,-2.6832000000000003,-0.4266,dead
8765,1.1553333333333333,-0.8076666666666666,-0.16033333333333333,-81.4878,233.18320000000003,248.34160000000003,rest
2689,0.0055,0.959,0.1785,15.243799999999998,-7.9024,-4.5122,bench
5858,0.056999999999999995,-1.0395,-0.056,-7.3294,-10.5976,3.3049999999999997,dead
7032,0.2563333333333333,-0.8153333333333332,0.517,-49.8292,53.04879999999999,6.0732,rest
1923,0.017,-0.9825,-0.019,-13.4024,-14.3656,-0.04880000000000001,dead
5629,0.05566666666666667,-0.619,0.07566666666666667,30.0854,5.2438,18.061,dead
75,-0.054,0.9815,-0.078,3.8536,-3.9756,4.634,bench
2345,-0.06866666666666667,0.9196666666666667,-0.33899999999999997,5.9024,-2.1464,0.31699999999999995,bench
2351,-0.29400000000000004,1.0635,-0.516,-9.9878,2.7072000000000003,-19.317,bench
7850,-0.0365,0.8385,-0.1935,19.1096,-0.3780000000000001,-10.7926,bench
430,-0.251,0.7283333333333334,-0.21266666666666667,-66.866,5.2802,36.7438,ohp
5018,-0.039,-1.01,-0.07066666666666667,3.6828000000000003,-3.0732,5.6096,dead
7055,0.196,-0.9025000000000001,0.4155,12.7804,20.9514,-19.817,rest
8064,-0.21766666666666667,0.4656666666666667,0.3203333333333333,-108.50019999999999,-117.71959999999999,167.317,rest
7120,-0.025666666666666667,-1.2193333333333334,-0.049999999999999996,-20.805,7.573,11.8536,row
8465,0.6933333333333334,-0.3960000000000001,0.6233333333333334,0.7564,-1.6827999999999999,0.6832,rest
4032,0.47250000000000003,0.7235,0.6595,13.4512,-13.7196,-9.378,squat
5609,0.08800000000000001,-1.0883333333333334,-0.2356666666666667,-8.0976,-3.817,-0.0854,dead
7355,-0.026000000000000002,-1.0030000000000001,-0.026500000000000003,-1.1828,-0.2682,0.4391999999999999,row
7051,0.3585,-0.813,0.07350000000000001,-4.2196,42.317,1.8780000000000001,rest
8395,-0.048,-1.2695,-0.025500000000000002,22.5244,-15.7196,-23.2804,row
6156,0.132,0.8286666666666666,0.4996666666666667,4.7074,-3.5608000000000004,0.23159999999999997,squat
240,-0.005,0.9684999999999999,-0.097,2.0732,-2.2074,-0.9756,bench
783,-0.16999999999999998,0.6819999999999999,-0.08449999999999999,-18.0368,27.8902,41.0364,ohp
1354,-0.268,0.838,-0.097,-19.8782,-2.7805999999999997,20.3292,ohp
3066,0.088,-0.4745,0.181,1.5854000000000001,-9.939,8.6586,row
7361,0.11,-1.0655,0.137,-40.4146,16.4026,14.243800000000002,row
977,-0.277,0.7344999999999999,-0.14550000000000002,25.622000000000003,-0.024399999999999977,-17.2804,ohp
809,-0.1345,0.565,-0.1345,-30.0854,-11.1342,30.439,ohp
2168,0.019000000000000003,-1.268,-0.01,5.817,-5.2316,1.0734000000000001,dead
5271,0.067,-0.8683333333333333,0.3356666666666667,-43.5854,-1.427,4.7316,dead
8690,0.203,-0.9195,0.4215,10.744,-56.59740000000001,36.5854,rest
1599,0.1945,0.768,0.938,3.5488,-1.1586,0.5244,squat
2941,0.0005000000000000004,1.569,0.5409999999999999,27.2072,18.122,-54.9388,ohp
4852,0.16133333333333333,-1.1806666666666665,-0.07766666666666668,2.9880000000000004,30.3904,9.4392,dead
4593,0.017,-0.9893333333333333,0.0013333333333333322,-8.5974,-7.7562,5.8294,dead
4317,0.025500000000000002,0.5475,0.6735,-3.9270000000000005,-3.8292,-4.5976,squat
684,-0.093,0.8835,-0.011500000000000003,16.0976,-15.4148,7.3658,ohp
6622,0.6705,-0.4245,0.646,-3.0608,9.0244,15.8048,rest
6138,0.145,0.863,0.4425,1.5732,-1.2074,0.9148,squat
1620,0.15266666666666664,0.755,0.9043333333333333,-0.9878,-0.6464,0.9878,squat
8664,0.22949999999999998,-0.8545,0.5065,13.012200000000002,10.3048,-8.378,rest
1482,-0.24133333333333332,0.8583333333333334,0.2813333333333334,-14.2804,-11.5364,-5.4514000000000005,squat
2146,0.0465,-1.0255,-0.1245,-0.9756,9.7682,-2.2194,dead
1801,0.076,0.5505,0.314,-35.4146,-7.7318,0.2928,squat
2095,-0.014,0.7495,-0.14600000000000002,7.4514,0.2684000000000001,-0.8173999999999999,bench
4899,0.0545,-0.985,0.0,-12.865799999999998,-14.463400000000002,1.6222,dead
1357,-0.123,0.7836666666666666,-0.08733333333333333,23.646,-5.1586,-37.2806,ohp
6488,0.059666666666666666,0.9419999999999998,-0.12266666666666666,5.9144,-5.171,-0.08519999999999994,bench
4204,0.3566666666666667,0.5613333333333334,0.5253333333333333,-17.6584,2.1588000000000003,4.2194,squat
4113,0.2876666666666667,0.6396666666666667,0.6886666666666666,7.8172,-3.3536,-1.6707999999999998,squat
7461,-0.131,0.967,-0.244,-11.5732,-10.5122,6.768199999999998,bench
4932,-0.004333333333333333,-0.8926666666666666,0.17766666666666667,-43.439,0.20719999999999983,0.30500000000000005,dead
4568,0.10433333333333333,-0.9250000000000002,-0.132,37.4024,5.7684,-1.6708000000000003,dead
4292,-0.009,0.48433333333333334,0.8826666666666667,10.1582,-2.8413999999999997,7.122,squat
4393,0.328,0.4673333333333334,0.5116666666666667,-10.2926,-3.9878,2.9146,squat
1609,0.157,0.733,0.9835,2.3291999999999993,-0.30479999999999985,-3.5122,squat
3704,-0.0465,-1.1505,-0.1475,-5.9512,-7.097399999999999,0.7318,row
494,-0.14566666666666667,0.7633333333333333,0.010333333333333333,10.805,-12.5002,38.183,ohp
6653,0.6976666666666667,-0.3463333333333333,0.6513333333333334,1.2926,2.3047999999999997,-7.8172,rest
3319,-0.14066666666666666,0.7143333333333333,-0.37733333333333335,25.939,-9.1098,-16.7926,bench
4466,0.018,-1.0056666666666667,0.20299999999999999,-12.5368,6.7682,-0.4146000000000001,dead
2017,-0.09066666666666667,0.8456666666666667,-0.207,13.183000000000002,-6.7928,-19.0854,bench
7733,0.617,-0.8113333333333334,0.4443333333333334,53.08540000000001,-74.683,-80.9148,rest
2328,-0.16499999999999998,0.9135,-0.3485,-19.183,3.4147999999999996,25.2682,bench
29,-0.2195,0.904,-0.244,6.939,-2.6586,3.0245999999999995,bench
5736,0.1105,-1.1965,-0.088,8.5242,-11.683,-26.744,dead
4350,-0.0016666666666666672,0.494,0.906,11.488,-6.3658,6.2438,squat
8828,-0.010500000000000002,-1.1705,0.018000000000000002,-30.5854,1.5977999999999999,19.8902,row
3118,0.13199999999999998,-1.2613333333333332,-0.072,-3.0122,0.3169999999999999,9.8416,row
1092,-0.20800000000000002,0.711,-0.1345,12.865800000000002,-9.5854,0.3658000000000001,ohp
3246,0.17666666666666667,-1.1676666666666666,0.07666666666666666,37.6342,-29.8782,-30.963599999999996,row
124,-0.018500000000000003,0.965,-0.10350000000000001,-23.6952,22.5854,24.061,bench
7842,-0.0455,1.0075,-0.219,-5.646199999999999,-16.9146,23.366,bench
7165,-0.0045,-0.3845,0.203,-5.2806,-0.46340000000000003,3.1218,row
7881,-0.038,0.7356666666666666,-0.16666666666666666,23.9024,6.195200000000001,-20.0612,bench
6001,0.106,0.867,0.8086666666666668,6.8538,-7.634,0.09759999999999991,squat
8858,-0.0635,-1.1284999999999998,-0.106,5.671,-4.5124,1.7804000000000002,row
2298,-0.16999999999999998,0.737,-0.40449999999999997,21.5612,-4.2926,-11.8904,bench
6246,0.049666666666666665,0.7456666666666667,0.39566666666666667,-8.5488,-4.0124,-2.1706000000000003,squat
1553,-0.2375,0.933,0.7215,-3.5974000000000004,0.8779999999999999,2.0852,squat
8239,0.026,-1.3824999999999998,-0.07,42.1584,-20.2804,-20.1586,row
3341,-0.19933333333333333,0.915,-0.4286666666666667,-18.0978,5.0485999999999995,23.8904,bench
598,-0.3305,1.1044999999999998,-0.20800000000000002,51.5732,14.963399999999998,-25.0368,ohp
2123,-0.01,0.9625,-0.08549999999999999,4.8294,-3.8414,-1.1096,bench
7438,-0.10033333333333333,1.079,-0.17733333333333334,-14.463399999999998,-11.4878,10.244,bench
1416,0.17400000000000002,0.7160000000000001,1.0,3.7927999999999997,-1.8782,-2.9268,squat
4747,0.0205,-0.9814999999999999,-0.0985,-16.7808,-10.0244,-7.366,dead
6595,0.040999999999999995,0.972,-0.04,1.1952,-2.7803999999999998,-1.4878,bench
6969,0.2155,-0.9135,0.3855,-9.122,39.305,-18.9634,rest
5950,-0.0135,-0.8475,0.0925,-34.866,-2.2438000000000007,-12.097399999999999,dead
5689,0.10666666666666667,-1.0010000000000001,-0.23066666666666666,5.7438,-8.927,5.6339999999999995,dead
7910,0.0295,0.9259999999999999,-0.0695,7.305,-3.3538000000000006,-2.6586,bench
5277,0.041666666666666664,-1.285,-0.17966666666666667,-0.15860000000000046,2.9756,-3.2927999999999997,dead
2197,0.04766666666666667,-1.1413333333333333,-0.043333333333333335,9.1342,-2.9634000000000005,11.89,dead
4885,0.07050000000000001,-1.274,-0.185,6.9146,20.012,-16.1706,dead
3362,-0.253,0.8346666666666667,-0.42366666666666664,6.0122,-0.17079999999999998,8.7804,bench
5527,0.016,0.5425,0.6655,-11.1098,-1.5366000000000002,-7.9756,squat
725,-0.28200000000000003,1.2443333333333333,-0.16166666666666665,18.4756,9.012,-3.4512,ohp
5224,0.07100000000000001,-0.714,0.07,100.2438,-16.073,-6.0122,dead
7434,0.0,0.9723333333333333,-0.052,2.6948,-1.0242,-2.0486,bench
808,-0.303,0.816,-0.291,-51.4514,-20.0,25.4024,ohp
7602,-0.014666666666666666,1.034,-0.17566666666666667,9.866,-1.4634,-6.2074,bench
6717,0.9860000000000001,-0.22799999999999998,-0.004666666666666666,3.4634,10.561,-1.8658000000000001,rest
958,-0.31833333333333336,0.8736666666666667,-0.20433333333333334,-39.744,-10.7682,35.39,ohp
8834,0.014,-0.47050000000000003,0.1215,-0.036599999999999966,-4.377999999999999,6.6218,row
5199,0.05433333333333334,-0.8533333333333334,0.31666666666666665,7.1098,1.4634000000000003,3.4143999999999997,dead
4682,-0.0145,-0.951,-0.0315,37.9022,4.9634,-4.5488,dead
810,-0.15233333333333332,0.5136666666666666,-0.10333333333333333,49.1342,13.256,-46.195,ohp
8061,-0.7755000000000001,0.62,0.064,10.073,-20.5978,8.8902,rest
834,-0.399,0.9933333333333332,-0.128,-50.012,-22.0364,35.5974,ohp
7671,0.6903333333333332,-0.3866666666666667,0.6263333333333333,1.9756,-1.5122,0.6222000000000001,rest
2423,-0.017,0.9455,-0.014,7.1708,-3.2683999999999997,-3.378,bench
7972,0.29433333333333334,-0.9420000000000001,0.4056666666666667,-40.1586,16.9268,14.6708,rest
6478,0.03766666666666666,0.8696666666666667,-0.162,18.8292,-4.634,-10.9634,bench
1235,-0.3375,0.7835000000000001,-0.46599999999999997,-27.085199999999997,-12.7806,8.7804,ohp
1225,-0.42100000000000004,1.1675,-0.46599999999999997,49.0488,14.1588,-15.6828,ohp
6416,-0.11066666666666668,0.9853333333333333,-0.152,-26.6584,0.8294,19.4514,bench
6451,-0.14550000000000002,1.06,-0.14350000000000002,0.9879999999999999,21.9636,-19.5244,bench
4267,-0.0485,0.5834999999999999,0.784,-8.5976,-2.0,-5.6828,squat
8546,0.9784999999999999,-0.2355,-0.0165,-0.9756,-0.6462,1.0366,rest
6681,0.33899999999999997,-0.8896666666666667,0.36133333333333334,-10.988,-0.6219999999999997,15.268199999999998,rest
3217,0.0715,-0.5535,0.2525,-15.6952,5.1096,2.5854,row
6005,0.09366666666666668,0.6896666666666667,0.5086666666666667,13.512,0.35360000000000014,-0.1830000000000001,squat
287,-0.2015,0.933,-0.217,-0.43899999999999995,2.9512,6.950999999999999,bench
3997,0.38233333333333336,0.4423333333333333,0.5883333333333334,37.6342,-7.0,-19.7316,squat
2966,-0.18100000000000002,0.7519999999999999,0.03866666666666666,12.2926,-10.0124,-50.8294,ohp
3164,-0.036333333333333336,-1.2076666666666667,-0.004333333333333334,-1.5734000000000001,8.853800000000001,5.695,row
4840,0.12633333333333333,-1.069,-0.077,16.9876,-18.0242,11.4268,dead
5351,0.051666666666666666,-1.3166666666666667,-0.03933333333333333,7.8538,-5.4144,2.5978,row
6744,0.938,-0.2385,0.0075,1.1828,4.7806,1.0122,rest
1657,0.165,0.7335,0.8165,3.3048,-1.5124,-0.8536000000000001,squat
1975,0.030666666666666665,-0.602,0.11,57.1706,-1.5732000000000006,4.9634,dead
2397,-0.2345,0.8220000000000001,-0.4535,-3.0734,-14.1952,21.256,bench
452,-0.21133333333333335,0.7953333333333333,-0.11966666666666666,27.439,13.804599999999999,-18.061,ohp
6462,-0.11433333333333333,1.3483333333333334,-0.18733333333333335,7.9026,5.9268,-18.7684,bench
8593,0.9659999999999999,-0.262,0.078,1.6094000000000002,-1.5852,0.12200000000000003,rest
4442,0.469,0.537,0.9375,11.305,1.3414000000000001,2.9997999999999996,squat
4060,0.176,0.6325000000000001,0.7795000000000001,-3.4024,-4.1706,-3.0122,squat
2619,-0.26,1.0303333333333333,-0.19266666666666665,-27.5854,-17.3414,47.9388,ohp
422,-0.428,0.8686666666666666,-0.3196666666666667,-9.6098,-21.9148,3.878,ohp
4881,0.058,-0.858,0.1885,-34.1584,-0.6951999999999998,-4.0363999999999995,dead
1220,-0.23199999999999998,0.5216666666666666,-0.27266666666666667,31.170799999999996,6.9879999999999995,-22.7806,ohp
2929,-0.293,0.9313333333333333,-0.21133333333333335,-1.6584000000000003,-2.378,35.8538,ohp
657,-0.111,0.882,-0.05333333333333334,19.3536,-11.1584,-10.3416,ohp
3301,-0.317,1.3143333333333334,-0.5423333333333333,-6.0002,6.5732,-27.4024,bench
4707,-0.04066666666666666,-0.9883333333333333,-0.028999999999999998,-3.2074,1.049,4.9634,dead
2845,-0.37733333333333335,0.924,-0.009,-13.2196,-32.2438,31.8538,ohp
3023,-0.3245,0.8515,-0.0645,11.0244,-11.6954,-16.3294,ohp
6033,0.11433333333333333,0.816,0.676,19.305,-3.2442,3.4024,squat
8810,-0.061,-1.049,-0.095,0.8535999999999999,-1.6707999999999998,1.195,row
1001,-0.24033333333333337,0.701,-0.17233333333333334,-71.8904,-27.0002,52.40219999999999,ohp
102,-0.111,0.895,-0.215,9.0852,-7.8658,-4.0244,bench
2418,-0.19766666666666666,0.9473333333333334,-0.15466666666666667,-1.9514000000000002,3.8537999999999997,5.0488,bench
6020,0.0745,0.6265000000000001,0.40700000000000003,15.512200000000002,-2.366,-0.6462,squat
6130,0.133,0.8325,0.4325,2.317,-3.1218,2.5734000000000004,squat
8660,0.244,-0.95,0.394,14.0364,6.9632000000000005,-21.7074,rest
1580,-0.20633333333333334,0.8416666666666667,0.34,7.7684,-2.1342,-2.8782,squat
5072,0.0585,-1.159,-0.1615,7.2804,-1.8657999999999997,2.1708,dead
2206,0.03,-0.8494999999999999,0.0365,-28.183,-1.8168,-3.5976,dead
170,-0.06766666666666667,0.7949999999999999,-0.09233333333333334,28.365999999999996,4.0488,-34.5244,bench
7254,0.055999999999999994,-0.7593333333333333,0.159,20.5244,-13.4268,10.5488,row
135,-0.16566666666666666,1.2956666666666667,-0.11433333333333333,4.622,11.7682,-20.866,bench
757,-0.4003333333333334,1.0163333333333333,-0.20866666666666667,-47.695,-18.7318,22.9514,ohp
5529,0.012,0.5745,0.866,-11.561,2.7072,-8.4514,squat
1310,-0.128,1.2109999999999999,-0.044,46.427,25.5246,-48.0976,ohp
1217,-0.2695,0.767,-0.45199999999999996,3.793,-11.1342,4.207400000000001,ohp
2284,-0.0030000000000000005,-1.0193333333333332,-0.17633333333333334,0.951,5.3048,3.6706000000000003,dead
5379,0.17833333333333334,-0.947,0.2253333333333333,-30.3416,14.634,14.158600000000002,row
2905,-0.32966666666666666,1.0293333333333334,-0.216,-31.451,-18.0,32.9144,ohp
3593,-0.358,0.887,-0.2655,-12.3904,-17.8536,18.1586,ohp
6181,0.059500000000000004,0.829,0.5545,28.5608,-5.7196,0.9634,squat
5612,0.138,-1.088,-0.1565,1.1219999999999999,-8.5976,2.122,dead
1935,0.0165,-0.8089999999999999,0.3565,6.8538,7.0976,5.3536,dead
3639,0.11733333333333333,-1.1106666666666667,0.13333333333333333,-41.195,10.9024,23.4024,row
7921,0.013,1.0266666666666666,-0.09633333333333333,-1.2684,2.8415999999999997,2.061,bench
4047,0.537,0.44966666666666666,0.7210000000000001,14.0488,4.5244,-4.5,squat
807,-0.2885,0.8554999999999999,-0.2965,-2.4878,0.048800000000000045,-15.487799999999998,ohp
2045,0.017666666666666667,0.9476666666666667,-0.07833333333333334,10.5366,-10.7194,-3.561,bench
5552,-0.08333333333333333,0.48966666666666664,0.8530000000000001,-7.243600000000001,2.3167999999999997,-0.29279999999999995,squat
462,-0.4693333333333333,0.8146666666666667,-0.32066666666666666,11.561,1.366,0.18300000000000008,ohp
2927,-0.37333333333333335,0.8293333333333334,-0.2823333333333333,-13.743799999999998,0.9631999999999998,7.2072,ohp
1956,0.015,-1.1820000000000002,-0.08033333333333333,-5.0852,2.9632000000000005,-13.9024,dead
2445,-0.2,0.9555,-0.2155,-2.8537999999999997,6.927,7.4636,bench
5937,0.030666666666666665,-1.1680000000000001,-0.14533333333333334,-0.6340000000000003,26.9026,-0.8048,dead
7246,0.019,-0.41100000000000003,0.21533333333333335,-9.7072,3.9514000000000005,-8.2682,row
4955,-0.025500000000000002,-1.0935,-0.047,20.9024,-6.7318,-3.9876000000000005,dead
3235,0.1265,-1.156,0.1605,-30.2562,3.6949999999999994,23.0004,row
799,-0.349,0.7645,-0.3455,-44.8052,-10.6098,24.1342,ohp
2402,-0.26666666666666666,0.8656666666666667,-0.35933333333333334,4.036599999999999,-3.4265999999999996,8.9392,bench
4625,-0.004666666666666667,-0.9756666666666667,-0.034333333333333334,3.0854,-1.1952000000000003,3.9269999999999996,dead
1073,-0.391,0.8603333333333333,-0.251,16.4756,17.634,-13.3292,ohp
4441,0.428,0.41500000000000004,0.8546666666666667,26.036400000000004,-1.8657999999999997,-8.0,squat
5288,0.031,-0.9445,0.09,-52.31699999999999,-8.2684,7.195400000000001,dead
144,0.002,0.933,-0.1125,3.0002,-3.9878,-0.35379999999999995,bench
6611,0.9786666666666667,-0.124,0.20299999999999999,2.1466000000000003,1.4877999999999998,0.866,rest
1340,-0.155,1.419,-0.079,15.9756,2.9148,-58.99980000000001,ohp
4103,0.217,0.5356666666666667,0.7603333333333334,20.2436,-5.3292,1.7316000000000003,squat
7139,-0.0415,-1.069,-0.125,3.3537999999999997,-5.5122,-0.5856000000000001,row
2091,-0.201,0.9055,-0.1745,2.0244,3.2682,0.6096,bench
6251,0.022,0.892,0.599,1.0244,-4.9636000000000005,1.6952000000000003,squat
6963,0.16899999999999998,-0.878,0.4425,2.9756,-32.8292,30.8902,rest
5804,0.07050000000000001,-1.1755,-0.063,15.3536,1.0732000000000002,1.1954,dead
5641,0.07933333333333333,-0.8649999999999999,-0.13433333333333333,42.756,0.9756,1.256,dead
5835,0.08900000000000001,-1.1913333333333334,-0.07033333333333333,6.9756,-17.3048,0.8294,dead
5970,0.015000000000000001,-1.0830000000000002,-0.16449999999999998,-0.3416,-6.3658,2.3902,dead
5831,0.07300000000000001,-1.0513333333333332,-0.02366666666666667,4.4634,7.4146,1.7193999999999998,dead
4879,0.07450000000000001,-0.6835,0.07050000000000001,45.9512,1.2682,6.8292,dead
5516,-0.03166666666666667,0.48333333333333334,0.8956666666666667,-3.7194000000000003,-2.3169999999999997,6.9758,squat
1003,-0.20333333333333334,1.0133333333333334,-0.02033333333333333,-15.0732,-8.5122,-8.0854,ohp
4375,0.361,0.5219999999999999,0.5263333333333334,-6.9878,-8.9392,0.036799999999999986,squat
5852,0.087,-1.157,-0.0445,8.6832,-2.427,0.6464,dead
5778,0.1235,-1.171,-0.057,5.0611999999999995,-1.9878,-13.8048,dead
3470,-0.106,0.9063333333333333,-0.129,15.4268,-12.756,-16.5122,ohp
7825,-0.08666666666666667,0.9883333333333333,-0.23633333333333337,-6.2074,7.8782,-0.7683999999999997,bench
555,-0.237,0.9206666666666666,-0.242,35.573,-1.9878,-6.7684,ohp
5942,0.048,-1.0295,-0.1165,2.8657999999999997,-7.8538,3.2076000000000002,dead
5945,0.043000000000000003,-1.1566666666666665,-0.10366666666666667,9.3048,-0.9270000000000002,0.9756,dead
8223,0.056,-0.8215,0.16699999999999998,26.524400000000004,-5.7562,9.8048,row
1485,-0.251,0.9495,0.41600000000000004,1.9758000000000002,-6.1708,-3.2805999999999997,squat
7149,-0.0495,-1.0394999999999999,-0.11000000000000001,3.0002000000000004,-13.3172,-3.2683999999999997,row
1272,-0.323,0.7613333333333333,-0.336,42.1464,17.5,3.8537999999999997,ohp
5308,0.1405,-1.3465,-0.1195,18.5244,-3.0242,-6.3292,row
1411,0.127,0.6915,0.498,14.561000000000002,-14.438999999999998,0.39019999999999994,squat
8427,0.049,-0.361,0.23850000000000002,5.5486,-3.7194000000000003,2.549,row
753,-0.18433333333333332,0.8856666666666667,-0.03933333333333333,1.5852000000000004,-12.792599999999998,-15.1096,ohp
1471,-0.347,0.941,0.6715,-12.963400000000002,4.9756,0.39020000000000005,squat
4333,-0.0105,0.479,0.603,-0.4025999999999996,-3.7804,2.512,squat
7664,0.728,-0.4155,0.6565,-0.09739999999999985,1.5368,-0.20759999999999987,rest
5097,0.022333333333333334,-1.2166666666666666,-0.21566666666666667,4.8412,6.2316,-9.0854,dead
5812,0.07050000000000001,-1.1869999999999998,-0.067,2.4024,-13.695400000000001,-24.5122,dead
3076,0.0275,-1.1179999999999999,0.0235,4.366,2.5366,-1.3171999999999997,row
5662,0.0975,-0.982,-0.17099999999999999,-5.1952,13.8048,8.244,dead
6459,-0.08499999999999999,0.8545,-0.199,15.1832,-7.0608,-7.9634,bench
3288,-0.23299999999999998,0.8494999999999999,-0.4085,12.7074,-8.5976,2.0366,bench
7352,0.010666666666666666,-1.1983333333333333,-0.023999999999999997,-11.061,4.3414,15.4632,row
